From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2019-08-19 23:00:00,2019-08-20 00:00:00,15.1,54.52,28.98,36.81,65.79,10.9,22.19,0.25,2.57,4.85,,0.22,3.58,84.01,2.23,298.03,,1009.68,,27.96,
2019-08-20 00:00:00,2019-08-20 01:00:00,15.0,66.03,25.2,34.82,60.01,9.82,21.71,0.18,2.59,3.08,,0.23,2.73,84.36,1.85,283.63,,1009.13,,27.71,
2019-08-20 01:00:00,2019-08-20 02:00:00,11.22,58.7,19.05,31.25,50.31,9.27,21.83,0.15,2.23,2.55,,0.49,1.17,85.19,1.52,278.32,,1008.59,,27.43,
2019-08-20 02:00:00,2019-08-20 03:00:00,13.84,62.61,17.39,25.2,42.58,8.54,21.56,0.12,1.78,2.28,,0.36,1.43,85.37,0.85,292.83,,1008.11,,27.34,
2019-08-20 03:00:00,2019-08-20 04:00:00,15.89,63.92,15.27,21.47,36.75,8.32,21.55,0.09,2.2,2.62,,0.38,1.99,86.0,1.02,278.4,,1007.66,,27.23,
2019-08-20 04:00:00,2019-08-20 05:00:00,16.0,71.4,12.34,21.59,33.93,7.74,21.26,0.09,1.26,1.49,,0.39,1.66,86.5,0.59,268.12,,1007.72,,26.93,
2019-08-20 05:00:00,2019-08-20 06:00:00,14.11,70.16,30.03,20.67,50.7,8.0,22.32,0.15,0.94,1.46,,,2.4,87.49,0.44,267.87,,1007.81,,26.75,
2019-08-20 06:00:00,2019-08-20 07:00:00,16.84,77.38,58.68,17.7,76.39,8.59,23.02,0.28,1.17,1.61,,0.26,2.59,87.97,0.47,253.91,9.01,1008.42,,26.8,
2019-08-20 07:00:00,2019-08-20 08:00:00,16.05,84.46,65.64,27.53,93.16,9.77,22.91,0.34,1.38,1.71,,0.09,2.99,86.44,1.09,302.26,91.32,1009.05,,27.45,
2019-08-20 08:00:00,2019-08-20 09:00:00,16.95,79.62,34.55,24.67,59.21,8.77,22.11,0.17,3.28,1.31,,0.18,1.92,81.68,2.1,289.48,221.32,1009.51,,28.45,
2019-08-20 09:00:00,2019-08-20 10:00:00,12.28,58.71,24.79,19.22,44.01,8.29,21.81,0.15,7.2,1.06,,0.58,1.18,76.26,2.82,293.92,415.02,1010.03,,29.17,
2019-08-20 10:00:00,2019-08-20 11:00:00,14.84,57.92,19.18,16.74,35.92,8.11,21.68,0.12,11.18,1.59,,0.14,2.29,73.47,2.79,281.88,650.31,1010.04,,29.83,
2019-08-20 11:00:00,2019-08-20 12:00:00,17.83,61.7,11.16,12.16,23.3,8.07,20.73,0.05,16.0,1.73,,0.2,1.68,72.32,3.39,262.49,735.03,1009.74,,30.11,
2019-08-20 12:00:00,2019-08-20 13:00:00,13.28,62.0,9.47,12.15,21.62,7.15,20.09,0.0,18.2,1.55,,0.83,2.21,71.84,4.17,275.67,707.8,1009.26,,30.12,
2019-08-20 13:00:00,2019-08-20 14:00:00,15.84,58.3,8.49,12.94,21.43,7.43,21.83,0.0,20.04,1.34,,0.7,2.24,73.98,4.38,275.48,757.61,1008.45,,29.97,
2019-08-20 14:00:00,2019-08-20 15:00:00,16.0,49.59,9.21,14.23,23.44,8.22,22.51,0.04,19.18,1.42,,0.46,2.13,72.38,4.54,271.79,764.02,1007.72,,30.17,
2019-08-20 15:00:00,2019-08-20 16:00:00,16.95,57.33,12.81,16.82,29.63,11.55,23.68,0.1,15.71,1.27,,0.34,1.38,73.81,4.38,276.02,556.04,1006.83,,29.9,
2019-08-20 16:00:00,2019-08-20 17:00:00,7.53,48.78,10.64,15.09,25.72,12.09,21.82,0.1,17.9,1.35,,0.42,0.24,74.97,4.79,273.01,421.96,1006.21,,29.65,
2019-08-20 17:00:00,2019-08-20 18:00:00,14.57,47.08,10.19,21.18,31.38,11.69,21.37,0.11,18.86,1.88,,0.18,1.91,76.19,4.23,295.79,231.97,1006.17,,29.28,
2019-08-20 18:00:00,2019-08-20 19:00:00,21.61,55.3,15.83,29.46,45.27,11.45,21.38,0.16,11.34,1.75,,0.56,1.25,77.78,3.81,297.22,36.87,1006.66,,28.71,
2019-08-20 19:00:00,2019-08-20 20:00:00,21.05,62.45,22.19,37.04,59.23,10.95,20.99,0.23,6.71,1.83,,3.54,3.55,79.9,3.06,297.22,,1007.3,,28.4,
2019-08-20 20:00:00,2019-08-20 21:00:00,17.22,63.0,23.16,40.39,63.55,11.13,22.05,0.25,6.32,2.92,,1.01,4.5,80.61,2.81,295.57,,1008.08,,28.31,
2019-08-20 21:00:00,2019-08-20 22:00:00,17.95,63.92,24.16,44.37,68.53,10.84,21.9,0.28,6.0,3.42,,1.07,3.1,81.88,2.58,290.64,,1008.63,,28.17,
2019-08-20 22:00:00,2019-08-20 23:00:00,47.28,96.38,30.13,40.59,70.75,10.87,22.16,0.27,5.55,4.15,,1.03,3.42,82.65,2.48,298.63,,1008.88,,28.12,
2019-08-20 23:00:00,2019-08-21 00:00:00,20.67,63.95,20.51,30.25,50.76,10.09,22.42,0.18,4.9,2.28,,0.34,3.54,82.44,2.37,314.28,,1008.62,,28.01,
2019-08-21 00:00:00,2019-08-21 01:00:00,14.28,56.39,14.38,29.61,43.98,9.04,21.85,0.12,4.72,1.71,,0.04,2.77,82.87,1.82,296.61,,1008.3,,27.89,
2019-08-21 01:00:00,2019-08-21 02:00:00,14.95,56.92,14.47,28.27,42.73,8.61,21.89,0.11,3.99,1.88,,2.86,2.28,83.84,1.59,283.5,,1007.84,,27.77,
2019-08-21 02:00:00,2019-08-21 03:00:00,14.05,47.0,16.18,29.36,45.54,8.14,21.82,0.08,2.51,1.91,,0.48,0.85,84.9,1.45,280.49,,1007.27,,27.53,
2019-08-21 03:00:00,2019-08-21 04:00:00,14.95,53.45,10.91,25.14,36.05,7.38,20.94,0.03,6.71,1.72,,0.37,2.19,85.61,1.77,274.04,,1006.92,,27.48,
2019-08-21 04:00:00,2019-08-21 05:00:00,13.11,51.23,8.16,19.19,27.35,7.33,21.81,0.05,6.14,1.59,,0.11,1.35,85.66,1.36,269.54,,1006.78,,27.46,
2019-08-21 05:00:00,2019-08-21 06:00:00,16.79,50.08,16.12,26.0,42.11,7.23,21.56,0.06,5.66,1.52,,1.88,1.62,85.77,2.08,280.46,,1006.89,,27.49,
2019-08-21 06:00:00,2019-08-21 07:00:00,12.28,48.15,26.1,30.19,56.3,7.35,21.87,0.18,5.22,1.79,,2.64,2.05,87.36,1.29,270.62,22.84,1007.23,,27.08,
2019-08-21 07:00:00,2019-08-21 08:00:00,17.68,50.77,42.73,21.82,64.6,7.92,22.67,0.22,3.96,2.16,,0.21,2.55,91.66,1.58,168.69,54.56,1007.67,,25.94,
2019-08-21 08:00:00,2019-08-21 09:00:00,17.05,31.36,68.95,24.12,93.03,7.72,22.38,0.3,6.38,3.28,,0.77,4.62,93.89,1.19,196.61,55.79,1008.12,,26.41,
2019-08-21 09:00:00,2019-08-21 10:00:00,24.55,40.99,44.46,25.66,70.12,7.77,22.33,0.3,10.35,2.79,,0.78,4.42,93.16,3.52,285.32,166.75,1008.58,,27.02,
2019-08-21 10:00:00,2019-08-21 11:00:00,15.53,52.14,24.51,15.77,40.28,6.97,22.05,0.16,9.18,2.46,,0.33,3.81,86.31,5.04,287.27,357.7,1008.75,,28.13,
2019-08-21 11:00:00,2019-08-21 12:00:00,16.89,54.84,20.62,15.88,36.49,6.24,20.81,0.11,14.31,2.25,,3.75,3.43,80.23,4.91,291.13,552.26,1008.64,,29.15,
2019-08-21 12:00:00,2019-08-21 13:00:00,13.22,55.0,11.62,11.01,22.63,6.15,21.6,0.04,21.45,1.59,,0.71,2.64,79.03,5.66,290.8,724.17,1008.39,,29.46,
2019-08-21 13:00:00,2019-08-21 14:00:00,13.0,48.55,14.37,14.78,29.14,5.65,21.53,0.07,17.41,1.31,,1.94,2.48,79.06,5.33,295.88,560.51,1007.77,,29.41,
2019-08-21 14:00:00,2019-08-21 15:00:00,15.83,44.31,15.2,17.29,32.49,6.24,22.21,0.1,16.89,1.06,,1.89,2.21,80.49,5.12,292.56,297.51,1007.08,,28.97,
2019-08-21 15:00:00,2019-08-21 16:00:00,13.16,42.15,13.3,19.09,32.4,6.87,22.57,0.09,20.51,1.23,,0.17,1.77,78.33,5.34,281.87,646.21,1006.6,,29.62,
2019-08-21 16:00:00,2019-08-21 17:00:00,11.11,42.0,12.72,19.17,31.89,7.48,21.97,0.12,17.02,1.77,,0.28,1.21,78.46,4.88,287.75,273.06,1006.28,,29.38,
2019-08-21 17:00:00,2019-08-21 18:00:00,12.89,53.07,13.9,22.21,36.11,7.87,21.66,0.13,14.74,1.97,,0.18,2.01,79.37,4.71,289.59,206.03,1006.16,,29.21,
2019-08-21 18:00:00,2019-08-21 19:00:00,17.72,54.92,12.82,26.12,38.94,8.99,21.93,0.16,10.44,2.4,,0.17,1.98,81.08,4.28,284.15,69.34,1006.56,,28.79,
2019-08-21 19:00:00,2019-08-21 20:00:00,16.11,52.23,13.5,28.79,42.3,10.34,21.0,0.18,8.37,4.05,,1.08,4.07,81.94,4.0,281.82,0.41,1006.95,,28.39,
2019-08-21 20:00:00,2019-08-21 21:00:00,27.32,68.13,13.15,27.25,40.4,11.8,21.66,0.2,8.04,4.65,,1.11,4.08,83.05,3.65,286.88,,1007.47,,28.3,
2019-08-21 21:00:00,2019-08-21 22:00:00,22.32,62.61,18.86,31.18,50.05,11.86,21.95,0.25,6.73,5.03,,1.2,4.04,83.76,3.39,287.21,,1008.01,,28.23,
2019-08-21 22:00:00,2019-08-21 23:00:00,17.27,60.16,19.98,31.55,51.53,10.73,21.83,0.22,5.69,4.2,,1.24,3.6,84.09,3.06,289.89,,1008.43,,28.21,
2019-08-21 23:00:00,2019-08-22 00:00:00,13.22,63.69,12.89,23.45,36.33,10.74,22.54,0.16,5.87,4.76,,0.55,2.61,84.17,3.13,284.23,,1008.31,,28.11,
2019-08-22 00:00:00,2019-08-22 01:00:00,14.89,50.21,14.08,24.0,38.08,9.55,21.96,0.11,5.07,3.73,,0.02,2.98,84.33,2.63,284.66,,1007.61,,27.96,
2019-08-22 01:00:00,2019-08-22 02:00:00,11.21,47.16,10.89,21.73,32.62,8.49,21.64,0.08,4.91,2.31,,0.12,1.57,84.59,2.56,281.98,,1006.92,,27.82,
2019-08-22 02:00:00,2019-08-22 03:00:00,11.0,44.23,8.99,20.07,29.06,7.61,21.56,0.05,5.69,1.88,,0.35,0.5,85.16,2.58,284.14,,1006.31,,27.66,
2019-08-22 03:00:00,2019-08-22 04:00:00,9.11,45.85,8.17,20.23,28.4,7.55,21.27,0.03,7.09,1.42,,0.19,1.3,85.52,2.37,281.39,,1006.02,,27.58,
2019-08-22 04:00:00,2019-08-22 05:00:00,14.68,46.92,11.91,25.39,37.3,7.37,21.3,0.05,4.8,1.33,,0.31,1.46,85.59,1.88,284.5,,1006.11,,27.49,
2019-08-22 05:00:00,2019-08-22 06:00:00,11.21,54.4,19.54,28.22,47.76,8.25,21.86,0.08,2.2,1.4,,0.43,1.14,85.6,1.76,276.8,,1006.29,,27.34,
2019-08-22 06:00:00,2019-08-22 07:00:00,13.83,51.31,31.23,30.88,62.11,7.92,21.66,0.17,2.4,1.6,,2.34,2.66,85.63,1.76,280.12,6.3,1006.57,,27.34,
2019-08-22 07:00:00,2019-08-22 08:00:00,16.84,73.13,44.94,23.66,68.58,8.86,22.73,0.23,3.8,2.2,,1.89,3.1,84.78,1.85,292.72,124.71,1007.29,,27.59,
2019-08-22 08:00:00,2019-08-22 09:00:00,16.05,52.8,36.94,23.99,60.95,8.07,22.41,0.29,3.81,1.36,,0.21,2.94,91.69,2.02,293.45,114.0,1007.85,,26.16,
2019-08-22 09:00:00,2019-08-22 10:00:00,11.29,27.79,36.66,21.84,58.5,8.14,22.24,0.3,4.66,2.19,,0.42,3.25,90.96,2.62,287.49,248.01,1008.05,,25.9,
2019-08-22 10:00:00,2019-08-22 11:00:00,15.72,28.69,40.66,16.23,56.89,11.6,22.08,0.26,8.4,2.6,,0.3,3.9,91.53,2.96,291.18,460.46,1008.05,,27.27,
2019-08-22 11:00:00,2019-08-22 12:00:00,15.05,29.92,17.57,16.94,34.51,6.99,21.24,0.11,17.34,1.27,,0.83,3.06,87.68,4.43,292.12,691.65,1007.88,,28.29,
2019-08-22 12:00:00,2019-08-22 13:00:00,16.89,48.45,12.86,12.91,25.75,6.63,21.63,0.09,17.58,1.48,,0.59,2.69,79.45,4.32,285.41,558.94,1007.45,,29.07,
2019-08-22 13:00:00,2019-08-22 14:00:00,15.11,50.0,14.87,14.41,29.27,6.93,21.73,0.09,16.34,2.76,,0.48,2.5,78.52,4.73,279.92,678.48,1006.83,,29.27,
2019-08-22 14:00:00,2019-08-22 15:00:00,13.11,60.14,11.8,13.07,24.87,7.17,21.59,0.07,18.91,1.34,,0.63,2.03,76.2,5.01,287.94,696.92,1006.27,,29.62,
2019-08-22 15:00:00,2019-08-22 16:00:00,16.78,60.08,10.68,13.88,24.55,8.01,22.44,0.08,17.88,1.0,,0.16,2.14,76.13,4.46,281.56,489.94,1005.68,,29.6,
2019-08-22 16:00:00,2019-08-22 17:00:00,17.95,66.45,12.03,16.92,28.95,8.14,22.51,0.13,16.38,1.28,,0.1,1.86,74.92,4.5,275.11,443.88,1005.44,,29.82,
2019-08-22 17:00:00,2019-08-22 18:00:00,14.22,57.78,12.96,20.55,33.5,7.67,21.68,0.13,14.33,1.27,,0.13,1.97,75.96,3.79,290.41,211.16,1005.29,,29.39,
2019-08-22 18:00:00,2019-08-22 19:00:00,14.0,58.84,16.18,30.25,46.43,7.25,21.98,0.22,8.15,2.36,,0.2,2.74,78.51,3.16,287.26,24.34,1005.7,,28.78,
2019-08-22 19:00:00,2019-08-22 20:00:00,20.61,70.95,20.74,32.24,52.97,6.92,21.21,0.27,6.09,3.37,,2.08,3.76,80.83,2.58,276.43,,1006.18,,28.47,
2019-08-22 20:00:00,2019-08-22 21:00:00,16.28,59.09,7.65,29.82,37.47,6.81,21.07,0.22,9.68,4.99,,2.64,4.14,82.3,2.25,275.23,,1006.77,,28.13,
2019-08-22 21:00:00,2019-08-22 22:00:00,21.68,52.47,10.23,34.66,44.91,7.24,21.72,0.24,7.59,4.86,,1.05,4.29,82.14,2.05,276.88,,1007.12,,28.08,
2019-08-22 22:00:00,2019-08-22 23:00:00,12.55,43.0,9.66,30.4,40.05,7.68,21.77,0.22,8.12,5.25,,1.13,3.75,82.41,1.97,276.77,,1007.41,,28.23,
2019-08-22 23:00:00,2019-08-23 00:00:00,11.05,41.16,4.53,23.15,27.69,8.0,22.09,0.14,8.2,2.02,,0.43,2.97,82.62,1.55,271.42,,1007.33,,28.16,
2019-08-23 00:00:00,2019-08-23 01:00:00,8.17,41.92,4.72,21.92,26.63,8.29,22.59,0.11,8.43,1.47,,0.17,2.55,83.24,2.27,272.95,,1007.12,,27.93,
2019-08-23 01:00:00,2019-08-23 02:00:00,8.0,30.01,5.23,16.56,21.8,7.88,21.32,0.06,12.01,2.21,,0.5,0.65,84.36,2.6,265.85,,1006.75,,27.75,
2019-08-23 02:00:00,2019-08-23 03:00:00,10.83,25.31,4.04,11.18,15.21,7.38,21.89,0.06,12.47,1.12,,0.3,0.04,86.19,2.12,261.83,,1006.29,,27.37,
2019-08-23 03:00:00,2019-08-23 04:00:00,8.16,24.08,6.17,18.74,24.93,6.96,21.2,0.06,6.51,1.27,,0.29,0.25,86.12,1.22,275.03,,1005.89,,27.27,
2019-08-23 04:00:00,2019-08-23 05:00:00,13.67,35.07,57.64,21.0,78.81,6.06,21.24,0.2,1.25,1.5,,0.48,2.06,86.37,0.5,194.65,,1006.01,,27.18,
2019-08-23 05:00:00,2019-08-23 06:00:00,21.55,76.58,61.66,24.21,85.86,9.12,22.73,0.25,1.03,2.78,,0.74,3.0,88.05,0.94,137.85,,1006.22,,27.01,
2019-08-23 06:00:00,2019-08-23 07:00:00,22.0,66.17,44.91,24.55,69.47,6.11,22.1,0.17,0.89,5.64,,1.32,3.59,89.3,0.89,168.54,14.84,1006.56,,26.68,
2019-08-23 07:00:00,2019-08-23 08:00:00,20.11,53.93,66.25,25.14,91.38,7.95,23.31,0.22,0.95,5.52,,1.56,5.51,91.3,1.0,151.22,29.4,1007.05,,26.22,
2019-08-23 08:00:00,2019-08-23 09:00:00,20.95,43.8,100.93,25.84,126.77,9.58,24.23,0.35,1.21,5.37,,1.45,7.7,93.52,2.06,167.21,68.33,1007.36,,26.06,
2019-08-23 09:00:00,2019-08-23 10:00:00,24.78,31.01,44.9,30.8,75.66,10.33,22.95,0.29,2.4,7.49,,1.99,10.15,94.13,1.5,154.17,173.36,1007.49,,26.54,
2019-08-23 10:00:00,2019-08-23 11:00:00,23.11,37.36,25.73,20.16,45.88,9.54,22.41,0.24,6.3,9.46,,1.2,7.86,90.17,2.78,232.48,476.83,1007.54,,28.2,
2019-08-23 11:00:00,2019-08-23 12:00:00,21.11,53.24,13.29,14.08,27.36,8.13,21.93,0.14,12.85,3.14,,0.11,2.43,79.71,4.05,265.37,531.76,1007.43,,29.69,
2019-08-23 12:00:00,2019-08-23 13:00:00,21.95,62.38,11.43,16.27,27.7,11.42,19.83,0.08,19.9,2.65,,1.23,2.65,76.35,4.3,273.66,563.18,1007.04,,29.89,
2019-08-23 13:00:00,2019-08-23 14:00:00,23.89,65.77,10.32,16.91,27.24,14.9,21.95,0.08,25.81,1.96,,0.63,2.27,76.83,4.63,284.27,750.03,1006.41,,29.88,
2019-08-23 14:00:00,2019-08-23 15:00:00,17.39,55.88,8.14,13.81,21.94,16.28,21.84,0.04,22.12,1.6,,0.99,2.04,73.82,4.9,276.49,726.37,1005.57,,30.0,
2019-08-23 15:00:00,2019-08-23 16:00:00,16.05,49.47,8.14,12.82,20.98,16.53,21.97,0.07,18.94,1.19,,3.77,2.57,75.53,4.79,275.49,472.36,1005.3,,29.91,
2019-08-23 16:00:00,2019-08-23 17:00:00,16.95,59.14,12.37,22.66,35.02,16.37,23.09,0.19,15.0,2.27,,0.18,3.06,84.22,3.47,270.75,265.33,1005.28,,28.2,
2019-08-23 17:00:00,2019-08-23 18:00:00,17.0,48.01,11.93,20.64,32.57,14.93,22.37,0.17,14.03,3.16,,0.35,3.7,78.91,3.2,280.43,167.4,1005.26,,29.16,
2019-08-23 18:00:00,2019-08-23 19:00:00,16.05,62.24,20.6,32.59,53.18,14.89,22.06,0.28,6.71,3.11,,0.68,0.8,80.62,3.05,287.71,18.82,1005.7,,28.73,
2019-08-23 19:00:00,2019-08-23 20:00:00,20.73,73.22,21.28,39.17,60.45,15.41,21.64,0.3,5.41,4.84,,0.49,4.13,81.13,2.48,279.01,,1006.45,,28.57,
2019-08-23 20:00:00,2019-08-23 21:00:00,27.63,73.08,9.46,30.95,40.4,13.7,20.23,0.23,5.83,3.66,,1.19,4.48,80.32,1.54,255.48,,1006.89,,28.58,
2019-08-23 21:00:00,2019-08-23 22:00:00,21.39,61.93,9.92,35.94,45.86,14.36,22.12,0.4,3.89,2.71,,1.36,5.5,80.49,1.43,231.11,,1007.27,,28.66,
2019-08-23 22:00:00,2019-08-23 23:00:00,15.33,60.08,8.64,32.91,41.55,13.39,21.88,0.27,4.41,2.29,,1.38,6.19,80.6,1.51,251.09,,1007.36,,28.52,
2019-08-23 23:00:00,2019-08-24 00:00:00,16.89,51.7,6.93,28.53,35.45,12.04,21.93,0.2,5.38,1.77,,1.09,4.76,81.55,1.45,259.82,,1007.19,,28.37,
2019-08-24 00:00:00,2019-08-24 01:00:00,13.22,43.62,5.13,22.44,27.56,12.02,23.01,0.13,6.54,1.52,,0.23,2.89,82.11,1.65,265.43,,1006.8,,28.08,
2019-08-24 01:00:00,2019-08-24 02:00:00,7.34,28.29,4.41,17.59,22.0,10.99,21.77,0.08,10.04,1.35,,0.33,1.97,83.36,2.0,272.9,,1006.39,,28.02,
2019-08-24 02:00:00,2019-08-24 03:00:00,8.89,24.23,4.47,16.85,21.3,9.64,21.68,0.06,9.57,1.0,,0.45,0.87,83.17,1.8,253.3,,1006.09,,27.88,
2019-08-24 03:00:00,2019-08-24 04:00:00,15.61,35.99,5.53,16.48,22.0,9.88,22.0,0.06,10.64,0.93,,0.38,1.18,83.47,1.54,240.71,,1005.76,,27.77,
2019-08-24 04:00:00,2019-08-24 05:00:00,9.39,37.0,4.48,13.01,17.5,8.36,20.11,0.02,11.16,0.77,,0.44,2.49,84.23,1.21,222.36,,1005.45,,27.68,
2019-08-24 05:00:00,2019-08-24 06:00:00,15.61,58.0,3.79,11.06,14.85,9.15,21.94,0.02,14.98,0.94,,0.43,2.27,93.13,1.63,252.23,,1005.65,,25.95,
2019-08-24 06:00:00,2019-08-24 07:00:00,11.28,40.48,4.04,18.8,22.82,9.28,21.47,0.06,9.72,0.73,,0.6,2.61,91.69,1.28,263.89,8.71,1006.0,,26.5,
2019-08-24 07:00:00,2019-08-24 08:00:00,11.95,48.22,7.07,19.25,26.31,9.23,21.93,0.1,12.25,1.08,,1.11,2.97,90.38,1.74,266.48,118.0,1006.58,,27.28,
2019-08-24 08:00:00,2019-08-24 09:00:00,13.89,41.62,7.68,14.01,21.69,10.19,22.58,0.12,14.07,1.27,,0.4,0.93,87.12,2.44,266.11,184.96,1007.09,,28.05,
2019-08-24 09:00:00,2019-08-24 10:00:00,13.05,36.39,6.59,9.93,16.51,9.45,21.94,0.1,17.48,1.13,,0.36,1.36,81.11,3.78,269.57,430.54,1007.53,,28.73,
2019-08-24 10:00:00,2019-08-24 11:00:00,12.06,40.58,5.89,8.32,14.22,9.18,22.01,0.08,19.16,1.28,,0.25,0.46,77.27,4.07,257.38,711.27,1007.64,,29.54,
2019-08-24 11:00:00,2019-08-24 12:00:00,12.0,29.93,8.93,11.66,20.59,8.92,21.69,0.1,17.48,1.46,,0.37,1.49,75.46,4.59,256.17,786.27,1007.63,,29.75,
2019-08-24 12:00:00,2019-08-24 13:00:00,15.79,46.52,6.27,9.96,16.23,7.51,19.89,0.05,21.95,2.19,,3.06,1.96,75.48,4.86,267.32,675.86,1007.28,,29.67,
2019-08-24 13:00:00,2019-08-24 14:00:00,20.72,63.68,4.9,8.92,13.82,8.16,21.53,0.04,23.52,1.45,,0.38,1.41,74.87,4.62,263.72,726.62,1006.57,,29.74,
2019-08-24 14:00:00,2019-08-24 15:00:00,15.33,50.28,4.97,10.75,15.71,8.72,21.68,0.08,24.94,1.95,,0.26,1.36,75.63,4.29,276.21,541.45,1005.77,,29.51,
2019-08-24 15:00:00,2019-08-24 16:00:00,16.89,44.78,9.06,16.27,25.32,8.77,21.66,0.08,24.57,1.78,,0.73,1.61,75.69,4.03,277.87,613.19,1005.06,,29.71,
2019-08-24 16:00:00,2019-08-24 17:00:00,17.0,53.22,4.79,10.23,15.02,9.66,22.97,0.09,20.53,1.26,,0.51,1.02,72.94,3.47,264.42,331.58,1004.55,,29.66,
2019-08-24 17:00:00,2019-08-24 18:00:00,8.5,45.73,5.8,15.14,20.94,10.0,22.46,0.15,17.34,2.49,,0.69,,75.68,3.57,280.12,131.13,1004.63,,28.94,
2019-08-24 18:00:00,2019-08-24 19:00:00,13.67,46.84,7.12,21.94,29.07,9.31,21.66,0.19,14.24,2.93,,0.72,0.71,77.82,2.05,257.58,19.96,1005.14,,28.54,
2019-08-24 19:00:00,2019-08-24 20:00:00,20.61,55.3,6.57,27.86,34.43,8.47,21.36,0.24,8.2,2.04,,0.56,2.29,80.43,1.88,223.16,,1005.63,,28.16,
2019-08-24 20:00:00,2019-08-24 21:00:00,18.17,41.24,7.15,27.35,34.51,7.61,20.77,0.31,4.24,2.27,,1.27,5.13,83.05,1.17,237.98,,1006.18,,27.73,
2019-08-24 21:00:00,2019-08-24 22:00:00,16.11,46.45,6.05,27.04,33.1,8.31,21.38,0.37,4.28,2.62,,4.09,5.37,83.64,1.07,191.19,,1006.63,,27.51,
2019-08-24 22:00:00,2019-08-24 23:00:00,13.17,49.76,15.81,26.53,42.34,8.92,22.45,0.55,1.42,2.54,,2.01,5.34,84.22,0.64,206.91,,1006.53,,27.25,
2019-08-24 23:00:00,2019-08-25 00:00:00,13.0,52.77,9.61,24.39,33.99,8.7,21.46,0.23,4.01,2.33,,3.25,7.25,84.03,1.15,256.27,,1006.4,,27.47,
2019-08-25 00:00:00,2019-08-25 01:00:00,10.18,38.29,7.48,20.12,27.6,8.96,22.41,0.2,4.16,1.38,,1.92,3.63,83.45,1.06,191.67,,1006.03,,27.55,
2019-08-25 01:00:00,2019-08-25 02:00:00,15.67,52.68,16.98,23.58,40.55,9.08,22.85,0.15,3.1,2.69,,0.22,4.1,86.56,1.31,169.09,,1005.54,,27.12,
2019-08-25 02:00:00,2019-08-25 03:00:00,14.11,42.97,5.47,13.84,19.31,8.59,21.96,0.1,6.62,2.49,,0.97,1.64,84.23,1.21,196.55,,1005.04,,27.29,
2019-08-25 03:00:00,2019-08-25 04:00:00,10.22,35.73,7.97,17.14,25.11,8.56,21.62,0.06,8.2,1.02,,0.65,1.38,83.27,1.5,193.62,,1004.62,,27.31,
2019-08-25 04:00:00,2019-08-25 05:00:00,8.11,30.0,6.12,14.83,20.96,7.44,20.67,0.05,5.8,1.07,,0.71,1.97,83.65,1.04,167.57,,1004.74,,27.09,
2019-08-25 05:00:00,2019-08-25 06:00:00,15.55,44.76,36.7,25.14,61.84,6.86,21.38,0.19,2.69,1.51,,1.02,2.76,84.75,1.15,149.81,,1005.12,,26.83,
2019-08-25 06:00:00,2019-08-25 07:00:00,22.61,69.91,45.62,38.24,83.83,7.49,22.76,0.17,1.55,2.01,,0.86,3.6,86.73,1.18,183.06,0.2,1005.41,,26.71,
2019-08-25 07:00:00,2019-08-25 08:00:00,20.17,78.45,15.84,22.38,38.18,7.44,21.77,0.09,7.74,6.16,,0.96,3.68,91.4,2.13,139.13,35.43,1005.87,,25.46,
2019-08-25 08:00:00,2019-08-25 09:00:00,7.72,24.59,23.14,28.46,51.58,8.79,22.26,0.15,6.05,1.89,,1.5,1.34,93.26,0.93,135.25,158.0,1006.25,,25.54,
2019-08-25 09:00:00,2019-08-25 10:00:00,10.78,29.22,21.88,29.13,51.01,10.48,23.19,0.21,7.58,2.58,,0.95,5.01,92.77,1.14,180.25,228.25,1006.49,,26.84,
2019-08-25 10:00:00,2019-08-25 11:00:00,24.22,30.92,19.97,21.09,41.05,43.52,22.34,0.22,5.35,2.74,,0.27,2.96,93.31,1.17,155.97,141.27,1006.74,,25.52,
2019-08-25 11:00:00,2019-08-25 12:00:00,15.55,23.62,25.16,27.4,52.56,85.36,21.97,0.25,5.9,2.7,,0.2,2.83,92.32,1.56,257.94,225.33,1006.46,,26.65,
2019-08-25 12:00:00,2019-08-25 13:00:00,13.11,30.38,18.62,25.89,44.5,83.69,21.35,0.15,14.16,2.19,,0.41,3.4,86.57,3.06,271.71,315.68,1005.93,,27.93,
2019-08-25 13:00:00,2019-08-25 14:00:00,15.83,44.83,10.95,13.22,24.18,56.05,21.22,0.06,20.73,3.03,,0.6,2.7,80.24,3.53,273.82,509.74,1005.06,,28.76,
2019-08-25 14:00:00,2019-08-25 15:00:00,15.06,34.05,7.77,10.56,18.33,44.04,21.97,0.04,22.08,2.19,,0.14,2.1,75.68,3.98,272.32,552.64,1004.34,,29.35,
2019-08-25 15:00:00,2019-08-25 16:00:00,10.27,27.47,9.2,15.05,24.25,34.78,21.86,0.07,20.75,1.38,,0.43,2.37,76.67,3.83,282.65,332.87,1003.97,,29.09,
